PMX Bone Weight
-0.6159117,11.12222,0.2761406,0.03794897,0.977564,-0.2071919,スカート_0_7,スカート_0_6,,,0.9138543,0.0861457,0,0,False,0,0,0,0,0,0,0,0,0
-0.8091483,11.1105,0.1837623,0.04878515,0.9776573,-0.2044658,スカート_0_7,スカート_0_8,,,0.7075697,0.2924303,0,0,False,0,0,0,0,0,0,0,0,0
-0.8220993,11.11566,0.2051204,0.1696607,0.8970624,-0.4080372,スカート_0_7,スカート_0_8,,,0.7123377,0.2876623,0,0,False,0,0,0,0,0,0,0,0,0
-0.6224564,11.12752,0.3002211,0.1245237,0.8881177,-0.4424259,スカート_0_7,スカート_0_6,,,0.9159117,0.08408827,0,0,False,0,0,0,0,0,0,0,0,0
-0.9862062,11.09669,0.07023417,0.05667311,0.980331,-0.1890483,スカート_0_8,スカート_0_7,,,0.6214838,0.3785162,0,0,False,0,0,0,0,0,0,0,0,0
-1.004619,11.10124,0.08788318,0.2052173,0.9107935,-0.3582473,スカート_0_8,スカート_0_7,,,0.6270797,0.3729203,0,0,False,0,0,0,0,0,0,0,0,0
-1.089074,11.08356,-0.03359182,0.05328088,0.9825214,-0.1783615,スカート_0_8,スカート_0_7,,,0.8492332,0.1507668,0,0,False,0,0,0,0,0,0,0,0,0
-1.111592,11.08752,-0.01911844,0.2252988,0.9214224,-0.3165772,スカート_0_8,スカート_0_7,,,0.8630003,0.1369997,0,0,False,0,0,0,0,0,0,0,0,0
-1.175642,11.06746,-0.1489233,0.05042246,0.9853846,-0.1627109,スカート_0_8,スカート_0_9,,,0.8506451,0.1493549,0,0,False,0,0,0,0,0,0,0,0,0
-1.200741,11.07102,-0.1355404,0.2290709,0.9322305,-0.2801299,スカート_0_8,スカート_0_9,,,0.8589299,0.1410701,0,0,False,0,0,0,0,0,0,0,0,0
-1.255225,11.05099,-0.2788402,0.04742865,0.986778,-0.1549828,スカート_0_8,スカート_0_9,,,0.5852566,0.4147434,0,0,False,0,0,0,0,0,0,0,0,0
-1.306451,11.03159,-0.4182434,0.04210532,0.9886795,-0.1440139,スカート_0_9,スカート_0_8,,,0.67993,0.32007,0,0,False,0,0,0,0,0,0,0,0,0
-1.336548,11.0335,-0.4147067,0.2394128,0.9569849,-0.1638943,スカート_0_9,スカート_0_8,,,0.6912202,0.3087798,0,0,False,0,0,0,0,0,0,0,0,0
-1.282317,11.05408,-0.267795,0.2363869,0.9429823,-0.2343196,スカート_0_8,スカート_0_9,,,0.5884125,0.4115875,0,0,False,0,0,0,0,0,0,0,0,0
-0.9288532,10.93247,-1.084014,-0.003733333,0.9874137,-0.1581147,スカート_0_10,スカート_0_11,,,0.695804,0.304196,0,0,False,0,0,0,0,0,0,0,0,0
-0.7762771,10.91776,-1.183546,-0.008379512,0.9865915,-0.162994,スカート_0_11,スカート_0_10,,,0.5896173,0.4103827,0,0,False,0,0,0,0,0,0,0,0,0
-0.7869883,10.9145,-1.20278,0.08636052,0.9955956,0.03648471,スカート_0_11,スカート_0_10,,,0.5949717,0.4050283,0,0,False,0,0,0,0,0,0,0,0,0
-0.9461365,10.92863,-1.108202,0.1097017,0.9936513,0.02495166,スカート_0_10,スカート_0_11,,,0.6938227,0.3061773,0,0,False,0,0,0,0,0,0,0,0,0
-0.5281476,10.90297,-1.283978,-0.002302058,0.9866522,-0.1628255,スカート_0_11,スカート_0_0,,,0.8371471,0.1628529,0,0,False,0,0,0,0,0,0,0,0,0
-0.5288038,10.89861,-1.310143,0.05211515,0.9974595,0.04856512,スカート_0_11,スカート_0_0,,,0.8304465,0.1695535,0,0,False,0,0,0,0,0,0,0,0,0
-1.301201,11.01352,-0.5463758,0.03248623,0.9894783,-0.1409871,スカート_0_9,スカート_0_8,,,0.8933203,0.1066797,0,0,False,0,0,0,0,0,0,0,0,0
-1.331786,11.01411,-0.5499876,0.2205627,0.9690303,-0.1110509,スカート_0_9,スカート_0_8,,,0.9170161,0.08298391,0,0,False,0,0,0,0,0,0,0,0,0
-1.274367,10.99483,-0.6714548,0.02300351,0.9901513,-0.1380984,スカート_0_9,スカート_0_10,,,0.788483,0.211517,0,0,False,0,0,0,0,0,0,0,0,0
-1.30465,10.99456,-0.6788287,0.2029065,0.9751311,-0.08915342,スカート_0_9,スカート_0_10,,,0.7937315,0.2062685,0,0,False,0,0,0,0,0,0,0,0,0
-0.2269496,10.89374,-1.339162,0.0007566121,0.9872035,-0.1594638,スカート_0_0,スカート_0_11,,,0.5975781,0.4024219,0,0,False,0,0,0,0,0,0,0,0,0
-0.2272715,10.88932,-1.366397,0.02712742,0.9984289,0.04902878,スカート_0_0,スカート_0_11,,,0.6050516,0.3949484,0,0,False,0,0,0,0,0,0,0,0,0
-5.12886E-06,10.89038,-1.358789,2.219133E-08,0.9874783,-0.1577553,スカート_0_0,スカート_0_11,,,0.9187461,0.08125395,0,0,False,0,0,0,0,0,0,0,0,0
-5.12886E-06,10.88579,-1.387505,-0.006101601,0.9998192,0.01801218,スカート_0_0,スカート_0_11,,,0.9270958,0.07290417,0,0,False,0,0,0,0,0,0,0,0,0
-1.235955,10.97727,-0.7939336,0.01614087,0.990066,-0.139674,スカート_0_9,スカート_0_10,,,0.5592429,0.4407571,0,0,False,0,0,0,0,0,0,0,0,0
-1.265245,10.97634,-0.804682,0.1822443,0.9813814,-0.06064304,スカート_0_9,スカート_0_10,,,0.5581857,0.4418143,0,0,False,0,0,0,0,0,0,0,0,0
-1.174373,10.9608,-0.9037608,0.005879348,0.9895641,-0.1439731,スカート_0_10,スカート_0_9,,,0.6621864,0.3378136,0,0,False,0,0,0,0,0,0,0,0,0
-1.19961,10.95837,-0.9223352,0.1493466,0.9886109,-0.01854713,スカート_0_10,スカート_0_9,,,0.6788769,0.3211231,0,0,False,0,0,0,0,0,0,0,0,0
-1.077639,10.94777,-0.9915612,0.002913068,0.9881152,-0.1536877,スカート_0_10,スカート_0_9,,,0.8667731,0.1332269,0,0,False,0,0,0,0,0,0,0,0,0
-1.097693,10.94437,-1.014207,0.1181298,0.9929333,0.01135028,スカート_0_10,スカート_0_9,,,0.8934124,0.1065876,0,0,False,0,0,0,0,0,0,0,0,0
-0.175249,11.12324,0.3200266,-0.003450689,0.9740401,-0.2263494,スカート_0_6,スカート_0_7,,,0.7112758,0.2887242,0,0,False,0,0,0,0,0,0,0,0,0
-0.3884951,11.1233,0.3176252,0.02360114,0.974224,-0.2243447,スカート_0_7,スカート_0_6,,,0.5858251,0.4141749,0,0,False,0,0,0,0,0,0,0,0,0
-0.3879882,11.12875,0.3403641,0.0475552,0.880199,-0.4722162,スカート_0_7,スカート_0_6,,,0.5784614,0.4215386,0,0,False,0,0,0,0,0,0,0,0,0
-0.1754943,11.12863,0.3436066,0.0002677557,0.8845513,-0.4664429,スカート_0_6,スカート_0_7,,,0.7178336,0.2821664,0,0,False,0,0,0,0,0,0,0,0,0
-5.12905E-06,11.12738,0.3246181,-4.825627E-07,0.9761884,-0.2169245,スカート_0_6,スカート_0_7,,,0.9562907,0.04370934,0,0,False,0,0,0,0,0,0,0,0,0
-5.12905E-06,11.1328,0.3497749,0.002215386,0.8674011,-0.4976046,スカート_0_6,スカート_0_7,,,0.9636421,0.03635788,0,0,False,0,0,0,0,0,0,0,0,0
-0.03339734,7.490416,-1.71221,0.6908989,0.1022261,-0.7156875,スカート_6_0,スカート_6_11,,,0.9942307,0.005769253,0,0,False,0,0,0,0,0,0,0,0,0
-0.03339814,8.098413,-1.632324,0.5622588,0.07277831,-0.8237526,スカート_6_0,スカート_6_11,,,0.9679518,0.03204817,0,0,False,0,0,0,0,0,0,0,0,0
-5.13684E-06,8.102929,-1.542477,0.9356039,0.04599392,-0.3500429,スカート_6_0,スカート_6_11,,,0.9834203,0.01657975,0,0,False,0,0,0,0,0,0,0,0,0
